week_ended,reflecting_week_end,fips_code,state_name,initial_claims,continued_claims,covered_employment,insured_unemployment_rate,Timestamp,Date,ID Geography,Geography
"2018-04-14","2018-04-07","04000US26","Michigan",4826,65077,4234697,1.54,1523678400000,"April 14th, 2018","04000US26","Michigan"
"2018-04-07","2018-03-31","04000US08","Colorado",2148,22361,2526852,0.88,1523073600000,"April 7th, 2018","04000US08","Colorado"
"2018-04-07","2018-03-31","04000US12","Florida",7595,38046,8231765,0.46,1523073600000,"April 7th, 2018","04000US12","Florida"
"2018-04-07","2018-03-31","04000US13","Georgia",5866,27693,4211074,0.66,1523073600000,"April 7th, 2018","04000US13","Georgia"
"2018-04-07","2018-03-31","04000US20","Kansas",1691,9895,1345022,0.74,1523073600000,"April 7th, 2018","04000US20","Kansas"
"2018-04-07","2018-03-31","04000US26","Michigan",5691,68517,4222916,1.62,1523073600000,"April 7th, 2018","04000US26","Michigan"
"2018-03-31","2018-03-24","04000US08","Colorado",1691,21472,2526852,0.85,1522468800000,"March 31st, 2018","04000US08","Colorado"
"2018-03-31","2018-03-24","04000US12","Florida",5677,38719,8231765,0.47,1522468800000,"March 31st, 2018","04000US12","Florida"
"2018-03-31","2018-03-24","04000US13","Georgia",5616,25373,4211074,0.6,1522468800000,"March 31st, 2018","04000US13","Georgia"
"2018-03-31","2018-03-24","04000US20","Kansas",1515,10593,1345022,0.79,1522468800000,"March 31st, 2018","04000US20","Kansas"
"2018-03-31","2018-03-24","04000US26","Michigan",6261,71182,4222916,1.69,1522468800000,"March 31st, 2018","04000US26","Michigan"
"2018-03-24","2018-03-17","04000US08","Colorado",1561,23805,2526852,0.94,1521864000000,"March 24th, 2018","04000US08","Colorado"
"2018-03-24","2018-03-17","04000US12","Florida",6318,39151,8231765,0.48,1521864000000,"March 24th, 2018","04000US12","Florida"
"2018-03-24","2018-03-17","04000US13","Georgia",4385,26210,4211074,0.62,1521864000000,"March 24th, 2018","04000US13","Georgia"
"2018-03-24","2018-03-17","04000US20","Kansas",1537,10885,1345022,0.81,1521864000000,"March 24th, 2018","04000US20","Kansas"
"2018-03-24","2018-03-17","04000US26","Michigan",4790,76355,4222916,1.81,1521864000000,"March 24th, 2018","04000US26","Michigan"
"2018-03-17","2018-03-10","04000US08","Colorado",1572,23035,2526852,0.91,1521259200000,"March 17th, 2018","04000US08","Colorado"
"2018-03-17","2018-03-10","04000US12","Florida",6478,38768,8231765,0.47,1521259200000,"March 17th, 2018","04000US12","Florida"
"2018-03-17","2018-03-10","04000US13","Georgia",4516,26750,4211074,0.64,1521259200000,"March 17th, 2018","04000US13","Georgia"
"2018-03-17","2018-03-10","04000US20","Kansas",1476,11316,1345022,0.84,1521259200000,"March 17th, 2018","04000US20","Kansas"
"2018-03-17","2018-03-10","04000US26","Michigan",4737,77674,4222916,1.84,1521259200000,"March 17th, 2018","04000US26","Michigan"
"2018-03-10","2018-03-03","04000US08","Colorado",1753,25616,2526852,1.01,1520658000000,"March 10th, 2018","04000US08","Colorado"
"2018-03-10","2018-03-03","04000US12","Florida",6892,40056,8231765,0.49,1520658000000,"March 10th, 2018","04000US12","Florida"
"2018-03-10","2018-03-03","04000US13","Georgia",5382,27939,4211074,0.66,1520658000000,"March 10th, 2018","04000US13","Georgia"
"2018-03-10","2018-03-03","04000US20","Kansas",1615,12039,1345022,0.9,1520658000000,"March 10th, 2018","04000US20","Kansas"
"2018-03-10","2018-03-03","04000US26","Michigan",5493,81729,4222916,1.94,1520658000000,"March 10th, 2018","04000US26","Michigan"
"2018-03-03","2018-02-24","04000US08","Colorado",1933,24049,2526852,0.95,1520053200000,"March 3rd, 2018","04000US08","Colorado"
"2018-03-03","2018-02-24","04000US12","Florida",5969,39366,8231765,0.48,1520053200000,"March 3rd, 2018","04000US12","Florida"
"2018-03-03","2018-02-24","04000US13","Georgia",4941,28075,4211074,0.67,1520053200000,"March 3rd, 2018","04000US13","Georgia"
"2018-03-03","2018-02-24","04000US20","Kansas",1657,13690,1345022,1.02,1520053200000,"March 3rd, 2018","04000US20","Kansas"
"2018-03-03","2018-02-24","04000US26","Michigan",5826,82494,4222916,1.95,1520053200000,"March 3rd, 2018","04000US26","Michigan"
"2018-02-24","2018-02-17","04000US08","Colorado",2020,26267,2526852,1.04,1519448400000,"February 24th, 2018","04000US08","Colorado"
"2018-02-24","2018-02-17","04000US12","Florida",6008,42384,8231765,0.51,1519448400000,"February 24th, 2018","04000US12","Florida"
"2018-02-24","2018-02-17","04000US13","Georgia",4887,28908,4211074,0.69,1519448400000,"February 24th, 2018","04000US13","Georgia"
"2018-02-24","2018-02-17","04000US20","Kansas",2120,12814,1345022,0.95,1519448400000,"February 24th, 2018","04000US20","Kansas"
"2018-02-24","2018-02-17","04000US26","Michigan",6463,88476,4222916,2.1,1519448400000,"February 24th, 2018","04000US26","Michigan"
"2018-02-17","2018-02-10","04000US08","Colorado",1870,24251,2526852,0.96,1518843600000,"February 17th, 2018","04000US08","Colorado"
"2018-02-17","2018-02-10","04000US12","Florida",6699,40746,8231765,0.49,1518843600000,"February 17th, 2018","04000US12","Florida"
"2018-02-17","2018-02-10","04000US13","Georgia",5739,29946,4211074,0.71,1518843600000,"February 17th, 2018","04000US13","Georgia"
"2018-02-17","2018-02-10","04000US20","Kansas",1696,13733,1345022,1.02,1518843600000,"February 17th, 2018","04000US20","Kansas"
"2018-02-17","2018-02-10","04000US26","Michigan",7597,86996,4222916,2.06,1518843600000,"February 17th, 2018","04000US26","Michigan"
"2018-02-10","2018-02-03","04000US08","Colorado",2126,26457,2526852,1.05,1518238800000,"February 10th, 2018","04000US08","Colorado"
"2018-02-10","2018-02-03","04000US12","Florida",7159,44402,8231765,0.54,1518238800000,"February 10th, 2018","04000US12","Florida"
"2018-02-10","2018-02-03","04000US13","Georgia",6173,30715,4211074,0.73,1518238800000,"February 10th, 2018","04000US13","Georgia"
"2018-02-10","2018-02-03","04000US20","Kansas",2126,13414,1345022,1,1518238800000,"February 10th, 2018","04000US20","Kansas"
"2018-02-10","2018-02-03","04000US26","Michigan",12417,91238,4222916,2.16,1518238800000,"February 10th, 2018","04000US26","Michigan"
"2018-02-03","2018-01-27","04000US08","Colorado",2268,23993,2526852,0.95,1517634000000,"February 3rd, 2018","04000US08","Colorado"
"2018-02-03","2018-01-27","04000US12","Florida",7632,42015,8231765,0.51,1517634000000,"February 3rd, 2018","04000US12","Florida"
"2018-02-03","2018-01-27","04000US13","Georgia",6141,30944,4211074,0.73,1517634000000,"February 3rd, 2018","04000US13","Georgia"
"2018-02-03","2018-01-27","04000US20","Kansas",1922,13870,1345022,1.03,1517634000000,"February 3rd, 2018","04000US20","Kansas"
"2018-02-03","2018-01-27","04000US26","Michigan",11852,86890,4222916,2.06,1517634000000,"February 3rd, 2018","04000US26","Michigan"
"2018-01-27","2018-01-20","04000US08","Colorado",2366,26082,2526852,1.03,1517029200000,"January 27th, 2018","04000US08","Colorado"
"2018-01-27","2018-01-20","04000US12","Florida",7627,45444,8231765,0.55,1517029200000,"January 27th, 2018","04000US12","Florida"
"2018-01-27","2018-01-20","04000US13","Georgia",7912,32673,4211074,0.78,1517029200000,"January 27th, 2018","04000US13","Georgia"
"2018-01-27","2018-01-20","04000US20","Kansas",1960,15905,1345022,1.18,1517029200000,"January 27th, 2018","04000US20","Kansas"
"2018-01-27","2018-01-20","04000US26","Michigan",12320,90351,4222916,2.14,1517029200000,"January 27th, 2018","04000US26","Michigan"
"2018-01-20","2018-01-13","04000US08","Colorado",2565,23846,2526852,0.94,1516424400000,"January 20th, 2018","04000US08","Colorado"
"2018-01-20","2018-01-13","04000US12","Florida",7315,42495,8231765,0.52,1516424400000,"January 20th, 2018","04000US12","Florida"
"2018-01-20","2018-01-13","04000US13","Georgia",4852,31607,4211074,0.75,1516424400000,"January 20th, 2018","04000US13","Georgia"
"2018-01-20","2018-01-13","04000US20","Kansas",2319,15232,1345022,1.13,1516424400000,"January 20th, 2018","04000US20","Kansas"
"2018-01-20","2018-01-13","04000US26","Michigan",14269,91278,4222916,2.16,1516424400000,"January 20th, 2018","04000US26","Michigan"
"2018-01-13","2018-01-06","04000US08","Colorado",3012,23868,2526852,0.94,1515819600000,"January 13th, 2018","04000US08","Colorado"
"2018-01-13","2018-01-06","04000US12","Florida",9001,44769,8231765,0.54,1515819600000,"January 13th, 2018","04000US12","Florida"
"2018-01-13","2018-01-06","04000US13","Georgia",11290,40703,4211074,0.97,1515819600000,"January 13th, 2018","04000US13","Georgia"
"2018-01-13","2018-01-06","04000US20","Kansas",3600,14628,1345022,1.09,1515819600000,"January 13th, 2018","04000US20","Kansas"
"2018-01-13","2018-01-06","04000US26","Michigan",15190,94758,4222916,2.24,1515819600000,"January 13th, 2018","04000US26","Michigan"
"2018-01-06","2017-12-30","04000US08","Colorado",3095,24572,2512397,0.98,1515214800000,"January 6th, 2018","04000US08","Colorado"
"2018-01-06","2017-12-30","04000US12","Florida",7974,42138,8231765,0.51,1515214800000,"January 6th, 2018","04000US12","Florida"
"2018-01-06","2017-12-30","04000US13","Georgia",19490,44619,4190963,1.06,1515214800000,"January 6th, 2018","04000US13","Georgia"
"2018-01-06","2017-12-30","04000US20","Kansas",3146,14574,1342223,1.09,1515214800000,"January 6th, 2018","04000US20","Kansas"
"2018-01-06","2017-12-30","04000US26","Michigan",19854,82735,4207925,1.97,1515214800000,"January 6th, 2018","04000US26","Michigan"
